# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 15:34:28 2018
#
# CONSTRAINT:  where (pl_pnum > 1
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_angsep:      Calculated Angular Separation [mas]
# COLUMN pl_angseperr1:  Calculated Angular Separation Upper Unc. [mas]
# COLUMN pl_angseperr2:  Calculated Angular Separation Lower Unc. [mas]
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_orblper:     Long. of Periastron [deg]
# COLUMN pl_orblpererr1: Long. of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Long. of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Long. of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_angsep,pl_angseperr1,pl_angseperr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,st_dens,st_denserr1,st_denserr2,st_denslim
2667,Kepler-396,b,Kepler-396 b,Transit,2,42.99400000,,,0,,,,,,,,,,,,,0.23800,0.03700,-0.01800,0,Mass,0.312,0.114,-0.058,0,,,,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,233.00,15.48,-12.90,0,11.921,,0,Kepler-band,11.829,,0,5384.00,,,0,,,,,1.17,,,0,2014-05-14,,,,,,,,,,,,,,,,0.23800,0.03700,-0.01800,0,,,,,,,,,,Kepler,,,,
2668,Kepler-396,c,Kepler-396 c,Transit,2,88.50500000,,,0,,,,,,,,,,,,,0.05600,0.00900,-0.00400,0,Mass,0.473,0.174,-0.088,0,,,,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,233.00,15.48,-12.90,0,11.921,,0,Kepler-band,11.829,,0,5384.00,,,0,,,,,1.17,,,0,2014-05-14,,,,,,,,,,,,,,,,0.05600,0.00900,-0.00400,0,,,,,,,,,,Kepler,,,,
2669,Kepler-397,b,Kepler-397 b,Transit,2,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,,,,,,,,,,,,,,0.219,1.902,-1.902,0,,,,,0,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969.00,44.63,-41.00,0,15.996,,0,Kepler-band,,,,5307.00,100.00,-100.00,0,,,,,0.77,0.07,-0.07,0,2014-05-14,1.49000e-01,6.600000e-03,-6.600000e-03,,,,,,,,,,,,,,,,,,,,,2454982.430670,0.005240,-0.005240,0,BJD,Kepler,,,,
2670,Kepler-397,c,Kepler-397 c,Transit,2,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,,,,,,,,,,,,,,0.551,0.050,-0.050,0,,,,,1,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969.00,44.63,-41.00,0,15.996,,0,Kepler-band,,,,5307.00,100.00,-100.00,0,,,,,0.77,0.07,-0.07,0,2014-05-14,4.95000e-01,2.190000e-02,-2.190000e-02,,,,,,,,,,,,,,,,,,,,,2455066.690380,0.002460,-0.002460,0,BJD,Kepler,,,,
2671,Kepler-398,b,Kepler-398 b,Transit,3,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,,,,,,0.083,0.009,-0.009,0,,,,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,185.00,5.34,-5.86,0,13.256,,0,Kepler-band,13.235,,0,4493.00,100.00,-100.00,0,,,,,0.61,0.03,-0.03,0,2014-05-14,2.38000e-01,7.200000e-03,-7.200000e-03,,,,,,,,,,,,,,,,,,,,,2454966.857950,0.001760,-0.001760,0,BJD,Kepler,,,,
2672,Kepler-398,c,Kepler-398 c,Transit,3,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,,,,,,,,,,,,,,0.090,0.010,-0.010,0,,,,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,185.00,5.34,-5.86,0,13.256,,0,Kepler-band,13.235,,0,4493.00,100.00,-100.00,0,,,,,0.61,0.03,-0.03,0,2014-05-14,4.70000e-01,1.420000e-02,-1.420000e-02,,,,,,,,,,,,,,,,,,,,,2454975.117680,0.002710,-0.002710,0,BJD,Kepler,,,,
2673,Kepler-398,d,Kepler-398 d,Transit,3,6.83437001,0.00001518,-0.00001518,0,,,,,,,,,,,,,,,,,,0.079,0.003,-0.004,0,,,,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,185.00,5.34,-5.86,0,13.256,,0,Kepler-band,13.235,,0,4493.00,100.00,-100.00,0,,,,,0.61,0.03,-0.03,0,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,2454969.863470,0.001800,-0.001800,0,JD,Kepler,,,,
2674,Kepler-399,b,Kepler-399 b,Transit,3,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,,,,,,,,,,,,,,0.086,0.045,-0.045,0,,,,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,699.00,137.70,-81.13,0,14.467,,0,Kepler-band,14.528,,0,5502.00,200.00,-200.00,0,,,,,0.68,0.36,-0.36,0,2014-05-14,1.47000e-01,2.310000e-02,-2.310000e-02,,,,,,,,,,,,,,,,,,,,,2454969.751980,0.006060,-0.006060,0,BJD,Kepler,,,,
2675,Kepler-399,c,Kepler-399 c,Transit,3,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,699.00,137.70,-81.13,0,14.467,,0,Kepler-band,14.528,,0,5502.00,200.00,-200.00,0,,,,,0.68,0.36,-0.36,0,2014-05-14,2.22000e-01,3.470000e-02,-3.470000e-02,,,,,,,,,,,,,,,,,,,,,2454982.999080,0.004300,-0.004300,0,BJD,Kepler,,,,
2676,Kepler-399,d,Kepler-399 d,Transit,3,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,,,,,,,,,,,,,,0.169,0.090,-0.090,0,,,,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,699.00,137.70,-81.13,0,14.467,,0,Kepler-band,14.528,,0,5502.00,200.00,-200.00,0,,,,,0.68,0.36,-0.36,0,2014-05-14,3.73000e-01,5.840000e-02,-5.840000e-02,,,,,,,,,,,,,,,,,,,,,2454971.733230,0.004190,-0.004190,0,BJD,Kepler,,,,
2679,Kepler-400,b,Kepler-400 b,Transit,2,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,,,,,,,,,,,,,,0.147,0.027,-0.027,0,,,,,0,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709.00,75.95,-54.50,0,13.642,,0,Kepler-band,13.840,,0,5886.00,100.00,-100.00,0,,,,,1.15,0.21,-0.21,0,2014-05-14,1.23000e-01,1.130000e-02,-1.130000e-02,,,,,,,,,,,,,,,,,,,,,2454966.538480,0.002390,-0.002390,0,BJD,Kepler,,,,
2680,Kepler-400,c,Kepler-400 c,Transit,2,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,,,,,,,,,,,,,,0.133,0.025,-0.025,0,,,,,0,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709.00,75.95,-54.50,0,13.642,,0,Kepler-band,13.840,,0,5886.00,100.00,-100.00,0,,,,,1.15,0.21,-0.21,0,2014-05-14,1.89000e-01,1.740000e-02,-1.740000e-02,,,,,,,,,,,,,,,,,,,,,2454971.966550,0.004190,-0.004190,0,BJD,Kepler,,,,
2681,Kepler-401,b,Kepler-401 b,Transit,3,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,739.00,124.38,-77.89,0,13.312,,0,Kepler-band,13.287,,0,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,1.65000e-01,2.260000e-02,-2.260000e-02,,,,,,,,,,,,,,,,,,,,,2454973.559680,0.010060,-0.010060,0,BJD,Kepler,,,,
2682,Kepler-401,c,Kepler-401 c,Transit,3,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,,,,,,,,,,,,,,0.192,0.036,-0.036,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,739.00,124.38,-77.89,0,13.312,,0,Kepler-band,13.287,,0,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,3.64000e-01,4.980000e-02,-4.980000e-02,,,,,,,,,,,,,,,,,,,,,2455003.060410,0.008970,-0.008970,0,BJD,Kepler,,,,
2683,Kepler-401,d,Kepler-401 d,Transit,3,184.25640500,0.00317000,-0.00317000,0,,,,,,,,,,,,,,,,,,0.203,0.036,-0.023,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,739.00,124.38,-77.89,0,13.312,,0,Kepler-band,13.287,,0,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,2455088.258100,0.013300,-0.013300,0,JD,Kepler,,,,
2684,Kepler-402,b,Kepler-402 b,Transit,4,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,720.00,105.35,-69.52,0,13.268,,0,Kepler-band,13.192,,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,7.08000e-02,8.600000e-03,-8.600000e-03,,,,,,,,,,,,,,,,,,,,,2454966.769020,0.003100,-0.003100,0,BJD,Kepler,,,,
2685,Kepler-402,c,Kepler-402 c,Transit,4,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,720.00,105.35,-69.52,0,13.268,,0,Kepler-band,13.192,,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,9.45000e-02,1.150000e-02,-1.150000e-02,,,,,,,,,,,,,,,,,,,,,2454967.936000,0.002850,-0.002850,0,BJD,Kepler,,,,
2686,Kepler-402,d,Kepler-402 d,Transit,4,8.92109900,0.00005600,-0.00005600,0,0.087000,,,0,,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,720.00,105.35,-69.52,0,13.268,,0,Kepler-band,13.192,,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,1.21000e-01,1.470000e-02,-1.470000e-02,,,,,,,,,,,,,,,,,,,,,2454970.490950,0.004230,-0.004230,0,BJD,Kepler,,,,
2687,Kepler-402,e,Kepler-402 e,Transit,4,11.24286100,0.00005900,-0.00005900,0,0.102000,,,0,,,,,,,,,,,,,,0.130,0.026,-0.026,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,720.00,105.35,-69.52,0,13.268,,0,Kepler-band,13.192,,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,1.42000e-01,1.720000e-02,-1.720000e-02,,,,,,,,,,,,,,,,,,,,,2454969.316550,0.003550,-0.003550,0,BJD,Kepler,,,,
2688,Kepler-403,b,Kepler-403 b,Transit,3,7.03146200,0.00005100,-0.00005100,0,0.076000,,,0,,,,,,,,,,,,,,0.112,0.020,-0.020,0,,,,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,671.00,123.59,-84.86,0,12.805,,0,Kepler-band,12.760,,0,6090.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,1.13000e-01,1.760000e-02,-1.760000e-02,,,,,,,,,,,,,,,,,,,,,2454967.451610,0.004530,-0.004530,0,BJD,Kepler,,,,
2689,Kepler-403,c,Kepler-403 c,Transit,3,54.28074900,0.00056200,-0.00056200,0,0.297000,,,0,,,,,,,,,,,,,,0.156,0.029,-0.029,0,,,,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,671.00,123.59,-84.86,0,12.805,,0,Kepler-band,12.760,,0,6090.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,4.43000e-01,6.880000e-02,-6.880000e-02,,,,,,,,,,,,,,,,,,,,,2454973.717200,0.006480,-0.006480,0,BJD,Kepler,,,,
2690,Kepler-403,d,Kepler-403 d,Transit,3,13.61159129,0.00008288,-0.00008288,0,,,,,,,,,,,,,,,,,,0.127,0.027,-0.017,0,,,,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,671.00,123.59,-84.86,0,12.805,,0,Kepler-band,12.760,,0,6090.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,2454977.172090,0.004480,-0.004480,0,JD,Kepler,,,,
2691,Kepler-404,b,Kepler-404 b,Transit,2,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,,,,,,,,,,,,,,0.113,0.049,-0.049,0,,,,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,812.43,14.42,-13.97,0,15.228,,0,Kepler-band,15.191,,0,5654.00,200.00,-200.00,0,,,,,0.88,0.33,-0.33,0,2014-05-14,1.26000e-01,2.200000e-03,-2.200000e-03,,,,,,,,,,,,,,,,,,,,,2454970.617640,0.011790,-0.011790,0,BJD,Kepler,,,,
2692,Kepler-404,c,Kepler-404 c,Transit,2,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,812.43,14.42,-13.97,0,15.228,,0,Kepler-band,15.191,,0,5654.00,200.00,-200.00,0,,,,,0.88,0.33,-0.33,0,2014-05-14,1.45000e-01,2.500000e-03,-2.500000e-03,,,,,,,,,,,,,,,,,,,,,2454970.137600,0.010590,-0.010590,0,BJD,Kepler,,,,
2693,Kepler-405,b,Kepler-405 b,Transit,2,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,,,,,,,,,,,,,,0.186,0.088,-0.088,0,,,,,0,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,1226.00,162.71,-99.88,0,15.855,,0,Kepler-band,15.802,,0,5818.00,250.00,-250.00,0,,,,,0.89,0.42,-0.42,0,2014-05-14,7.75000e-02,8.300000e-03,-8.300000e-03,,,,,,,,,,,,,,,,,,,,,2455196.736760,0.004540,-0.004540,0,BJD,Kepler,,,,
2694,Kepler-405,c,Kepler-405 c,Transit,2,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,,,,,,,,,,,,,,0.416,2.378,-2.378,0,,,,,1,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,1226.00,162.71,-99.88,0,15.855,,0,Kepler-band,15.802,,0,5818.00,250.00,-250.00,0,,,,,0.89,0.42,-0.42,0,2014-05-14,1.53000e-01,1.640000e-02,-1.640000e-02,,,,,,,,,,,,,,,,,,,,,2456560.203980,0.400970,-0.400970,0,BJD,Kepler,,,,
2695,Kepler-406,b,Kepler-406 b,Transit,2,2.42629000,,,0,,,,,,,,,,,,,0.02000,0.00400,-0.00400,0,Mass,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,331.00,14.09,-12.60,0,12.520,,0,Kepler-band,12.490,,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,,,,,,,,,,,,2.890,0.600,-0.600,0,0.02000,0.00400,-0.00400,0,,,,,2455003.456800,,,0,BJD,Kepler,1.1200,0.0200,-0.0200,0
2696,Kepler-406,c,Kepler-406 c,Transit,2,4.62332000,,,0,,,,,,,,,,,,,0.00900,0.00600,-0.00600,0,Mass,0.076,0.003,-0.003,0,24.39000,16.13000,-16.13000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,331.00,14.09,-12.60,0,12.520,,0,Kepler-band,12.490,,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,,,,,,,,,,,,1.000,0.600,-0.600,0,0.00900,0.00600,-0.00600,0,,,,,2454965.374380,,,0,BJD,Kepler,1.1200,0.0200,-0.0200,0
2697,Kepler-407,b,Kepler-407 b,Transit,2,0.66931000,,,0,,,,,,,,,,,,,0.01007,,,1,Mass,0.095,0.002,-0.002,0,,,,,0,1,0,1,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,338.29,2.49,-2.46,0,12.521,,0,Kepler-band,12.507,,0,5476.00,75.00,-75.00,0,1.00,0.06,-0.06,0,1.01,0.07,-0.07,0,2016-10-13,,,,,,,,,,,,,,,,0.01007,,,1,,,,,2454967.131620,,,0,BJD,Kepler,1.3800,0.1600,-0.1600,0
2698,Kepler-407,c,Kepler-407 c,Radial Velocity,2,3000.00000000,500.00000000,-500.00000000,0,,,,,,,,,,,,,12.60000,6.30000,-6.30000,0,Mass,,,,,,,,,0,1,0,0,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,338.29,2.49,-2.46,0,12.521,,0,Kepler-band,12.507,,0,5476.00,75.00,-75.00,0,1.00,0.06,-0.06,0,1.01,0.07,-0.07,0,2014-05-14,,,,,,,,,,,,164.000,20.000,-20.000,0,12.60000,6.30000,-6.30000,0,,,,,,,,,,W. M. Keck Observatory,1.3800,0.1600,-0.1600,0
2703,Kepler-411,b,Kepler-411 b,Transit,2,3.00516000,0.00001000,-0.00001000,0,0.038000,0.001000,-0.001000,0,0.000000,0.350000,0.000000,0,88.270,1.730,-1.830,0,,,,,,0.168,0.018,-0.018,0,,,,,0,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.00,3.74,-3.72,0,12.231,,0,Kepler-band,12.233,,0,4974.00,46.00,-51.00,0,0.83,0.04,-0.10,0,0.79,0.07,-0.06,0,2014-05-14,2.48000e-01,8.900000e-03,-8.900000e-03,,,,,0.0000,246.9500,0.0000,0,,,,,,,,,,,,,2454970.102700,,,0,BJD,Kepler,2.3300,0.6000,-0.6000,0
2704,Kepler-411,c,Kepler-411 c,Transit,2,7.83442788,0.00000298,-0.00000298,0,,,,,,,,,,,,,,,,,,0.292,0.011,-0.006,0,,,,,0,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153.00,3.74,-3.72,0,12.231,,0,Kepler-band,12.233,,0,4974.00,46.00,-51.00,0,0.83,0.04,-0.10,0,0.79,0.07,-0.06,0,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,2454968.222776,0.000297,-0.000297,0,JD,Kepler,2.3300,0.6000,-0.6000,0
2707,Kepler-414,b,Kepler-414 b,Transit Timing Variations,2,4.70000000,,,0,,,,,,,,,,,,,0.01100,0.01100,-0.00900,0,Mass,0.153,0.028,-0.012,0,,,,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,440.00,37.87,-26.70,0,13.338,,0,Kepler-band,13.321,,0,,,,,0.89,,,0,0.95,,,0,2014-05-28,,,,,,,,,,,,,,,,0.01100,0.01100,-0.00900,0,,,,,,,,,,Kepler,,,,
2708,Kepler-414,c,Kepler-414 c,Transit Timing Variations,2,7.17100000,,,0,,,,,,,,,,,,,0.09400,0.03900,-0.03300,0,Mass,0.269,0.048,-0.022,0,,,,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,440.00,37.87,-26.70,0,13.338,,0,Kepler-band,13.321,,0,,,,,0.89,,,0,0.95,,,0,2014-05-28,,,,,,,,,,,,,,,,0.09400,0.03900,-0.03300,0,,,,,,,,,,Kepler,,,,
2709,Kepler-415,b,Kepler-415 b,Transit Timing Variations,2,4.17600000,,,0,,,,,,,,,,,,,0.37700,0.32100,-0.27500,0,Mass,0.108,0.012,-0.009,0,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,617.00,32.00,-29.69,0,15.842,,0,Kepler-band,15.841,,0,,,,,0.67,,,0,0.64,,,0,2014-05-28,,,,,,,,,,,,,,,,0.37700,0.32100,-0.27500,0,,,,,,,,,,Kepler,,,,
2710,Kepler-415,c,Kepler-415 c,Transit Timing Variations,2,8.70800000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,617.00,32.00,-29.69,0,15.842,,0,Kepler-band,15.841,,0,,,,,0.67,,,0,0.64,,,0,2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kepler,,,,
